CAS,SMILES,T_K,viscosity_Pas
105-54-4,CCCC(=O)OCC,277.78,0.0008314329812258404
105-54-4,CCCC(=O)OCC,305.56,0.0005728879293299932
105-54-4,CCCC(=O)OCC,333.33,0.00042205376601612806
105-54-4,CCCC(=O)OCC,361.11,0.00032717271995251897
105-54-4,CCCC(=O)OCC,388.89,0.00026377994081595776
105-54-4,CCCC(=O)OCC,416.67,8.936790283670336e-06
105-54-4,CCCC(=O)OCC,444.44,9.526389964813828e-06
105-54-4,CCCC(=O)OCC,472.22,1.0107072403494163e-05
105-54-4,CCCC(=O)OCC,500.0,1.0679250817181703e-05
105-56-6,CCOC(=O)CC#N,277.78,0.003352062711979216
105-56-6,CCOC(=O)CC#N,305.56,0.0019733171962969492
105-56-6,CCOC(=O)CC#N,333.33,0.0012689436832578353
105-56-6,CCOC(=O)CC#N,361.11,0.0008735271245661275
105-56-6,CCOC(=O)CC#N,388.89,0.0006352821023920105
105-56-6,CCOC(=O)CC#N,416.67,0.00048275541467588827
105-56-6,CCOC(=O)CC#N,444.44,0.0003800189431878881
105-56-6,CCOC(=O)CC#N,472.22,0.00030776291593742286
105-56-6,CCOC(=O)CC#N,500.0,9.585038612910626e-06
105-58-8,CCOC(=O)OCC,250.0,0.0017109885117111514
105-58-8,CCOC(=O)OCC,277.78,0.0010271278186096658
105-58-8,CCOC(=O)OCC,305.56,0.000682278343667251
105-58-8,CCOC(=O)OCC,333.33,0.0005108060246251347
105-58-8,CCOC(=O)OCC,361.11,0.0004141930311454935
105-58-8,CCOC(=O)OCC,388.89,0.00035319717915855244
105-58-8,CCOC(=O)OCC,416.67,9.418973202609712e-06
105-58-8,CCOC(=O)OCC,444.44,1.0076746924186448e-05
105-58-8,CCOC(=O)OCC,472.22,1.0705126749352094e-05
105-58-8,CCOC(=O)OCC,500.0,1.130887136069912e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],277.78,0.0005034901548701942
10544-72-6,O=[N+]([O-])[N+](=O)[O-],305.56,1.854318611111111e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],333.33,2.0189033333333333e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],361.11,2.1815075e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],388.89,2.3421311111111115e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],416.67,2.5007741666666666e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],444.44,2.6574366666666667e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],472.22,2.8121186111111108e-05
10544-72-6,O=[N+]([O-])[N+](=O)[O-],500.0,2.9648200000000002e-05
106-30-9,CCCCCCC(=O)OCC,250.0,0.0030911760423847335
106-30-9,CCCCCCC(=O)OCC,277.78,0.001664633886023109
106-30-9,CCCCCCC(=O)OCC,305.56,0.0010280876974682789
106-30-9,CCCCCCC(=O)OCC,333.33,0.0007036542047382911
106-30-9,CCCCCCC(=O)OCC,361.11,0.0005181031387464734
106-30-9,CCCCCCC(=O)OCC,388.89,0.0004023888817588319
106-30-9,CCCCCCC(=O)OCC,416.67,0.0003237966299879381
106-30-9,CCCCCCC(=O)OCC,444.44,0.0002676028994864783
106-30-9,CCCCCCC(=O)OCC,472.22,8.700357371292528e-06
106-30-9,CCCCCCC(=O)OCC,500.0,9.23124296945919e-06
106-31-0,CCCC(=O)OC(=O)CCC,250.0,0.0037889908853052916
106-31-0,CCCC(=O)OC(=O)CCC,277.78,0.0020878688545704484
106-31-0,CCCC(=O)OC(=O)CCC,305.56,0.0012842824595716998
106-31-0,CCCC(=O)OC(=O)CCC,333.33,0.0008631566102056051
106-31-0,CCCC(=O)OC(=O)CCC,361.11,0.0006203754754031316
106-31-0,CCCC(=O)OC(=O)CCC,388.89,0.0004694034370787569
106-31-0,CCCC(=O)OC(=O)CCC,416.67,0.000369739468770692
106-31-0,CCCC(=O)OC(=O)CCC,444.44,0.0003004179871928712
106-31-0,CCCC(=O)OC(=O)CCC,472.22,9.419379747747476e-06
106-31-0,CCCC(=O)OC(=O)CCC,500.0,9.996601063534999e-06
106-33-2,CCCCCCCCCCCC(=O)OCC,277.78,0.0047934650601959465
106-33-2,CCCCCCCCCCCC(=O)OCC,305.56,0.0026078834795044714
106-33-2,CCCCCCCCCCCC(=O)OCC,333.33,0.0015976908740161912
106-33-2,CCCCCCCCCCCC(=O)OCC,361.11,0.001074864421018006
106-33-2,CCCCCCCCCCCC(=O)OCC,388.89,0.0007729980093971225
106-33-2,CCCCCCCCCCCC(=O)OCC,416.67,0.0005812438289780737
106-33-2,CCCCCCCCCCCC(=O)OCC,444.44,0.0004529328809816392
106-33-2,CCCCCCCCCCCC(=O)OCC,472.22,0.00036344577309555567
106-33-2,CCCCCCCCCCCC(=O)OCC,500.0,0.00029878084280079894
106-35-4,CCCCC(=O)CC,250.0,0.001716361776575096
106-35-4,CCCCC(=O)CC,277.78,0.0010242377099701323
106-35-4,CCCCC(=O)CC,305.56,0.0006693856582055033
106-35-4,CCCCC(=O)CC,333.33,0.00046845166027678864
106-35-4,CCCCC(=O)CC,361.11,0.0003455895406868059
106-35-4,CCCCC(=O)CC,388.89,0.00026572759326417715
106-35-4,CCCCC(=O)CC,416.67,0.00021113076012014548
106-35-4,CCCCC(=O)CC,444.44,8.62736344574188e-06
106-35-4,CCCCC(=O)CC,472.22,9.145343283638093e-06
106-35-4,CCCCC(=O)CC,500.0,9.657460975874928e-06
106-36-5,CCCOC(=O)CC,250.0,0.0014214435594377193
106-36-5,CCCOC(=O)CC,277.78,0.0008663126709798428
106-36-5,CCCOC(=O)CC,305.56,0.0005808900564661628
106-36-5,CCCOC(=O)CC,333.33,0.00041819489199630786
106-36-5,CCCOC(=O)CC,361.11,0.0003177236268332286
106-36-5,CCCOC(=O)CC,388.89,0.0002515230513437
106-36-5,CCCOC(=O)CC,416.67,8.92042361111111e-06
106-36-5,CCCOC(=O)CC,444.44,9.513938271604937e-06
106-36-5,CCCOC(=O)CC,472.22,1.0100047067901232e-05
106-36-5,CCCOC(=O)CC,500.0,1.067875e-05
106-37-6,C1=CC(=CC=C1Br)Br,388.89,0.000453187593899798
106-37-6,C1=CC(=CC=C1Br)Br,416.67,0.0003901547271437949
106-37-6,C1=CC(=CC=C1Br)Br,444.44,0.00034219488768885773
106-37-6,C1=CC(=CC=C1Br)Br,472.22,0.0003047316812181214
106-37-6,C1=CC(=CC=C1Br)Br,500.0,1.3754818616444706e-05
106-38-7,CC1=CC=C(C=C1)Br,305.56,0.0005090564402690519
106-38-7,CC1=CC=C(C=C1)Br,333.33,0.0004439955618246458
106-38-7,CC1=CC=C(C=C1)Br,361.11,0.0003954796802895769
106-38-7,CC1=CC=C(C=C1)Br,388.89,0.0003581200099156466
106-38-7,CC1=CC=C(C=C1)Br,416.67,0.0003285632595265102
106-38-7,CC1=CC=C(C=C1)Br,444.44,0.0003046048783757014
106-38-7,CC1=CC=C(C=C1)Br,472.22,1.1873849071267045e-05
106-38-7,CC1=CC=C(C=C1)Br,500.0,1.2665974387691967e-05
106-39-8,C1=CC(=CC=C1Cl)Br,361.11,0.00040383758335151145
106-39-8,C1=CC(=CC=C1Cl)Br,388.89,0.0003941007238337679
106-39-8,C1=CC(=CC=C1Cl)Br,416.67,0.00038581837579072787
106-39-8,C1=CC(=CC=C1Cl)Br,444.44,0.0003786341568736222
106-39-8,C1=CC(=CC=C1Cl)Br,472.22,1.2802966210287542e-05
106-39-8,C1=CC(=CC=C1Cl)Br,500.0,1.3691546251814583e-05
106-40-1,C1=CC(=CC=C1N)Br,361.11,0.0006152915611196149
106-40-1,C1=CC(=CC=C1N)Br,388.89,0.0005255007073703592
106-40-1,C1=CC(=CC=C1N)Br,416.67,0.00045834173471054915
106-40-1,C1=CC(=CC=C1N)Br,444.44,0.0004066267003959538
106-40-1,C1=CC(=CC=C1N)Br,472.22,0.0003657982493202399
106-40-1,C1=CC(=CC=C1N)Br,500.0,1.3411517714672504e-05
106-42-3,CC1=CC=C(C=C1)C,305.56,0.0005559189935610859
106-42-3,CC1=CC=C(C=C1)C,333.33,0.00041444629790061624
106-42-3,CC1=CC=C(C=C1)C,361.11,0.00032301228338646486
106-42-3,CC1=CC=C(C=C1)C,388.89,0.000259630531297503
106-42-3,CC1=CC=C(C=C1)C,416.67,8.830541494062668e-06
106-42-3,CC1=CC=C(C=C1)C,444.44,9.434473486148274e-06
106-42-3,CC1=CC=C(C=C1)C,472.22,1.0037306740641178e-05
106-42-3,CC1=CC=C(C=C1)C,500.0,1.0641434148761433e-05
106-43-4,CC1=CC=C(C=C1)Cl,305.56,0.0007626875934618249
106-43-4,CC1=CC=C(C=C1)Cl,333.33,0.0005585352147381762
106-43-4,CC1=CC=C(C=C1)Cl,361.11,0.0004316383121629862
106-43-4,CC1=CC=C(C=C1)Cl,388.89,0.00034746906497150885
106-43-4,CC1=CC=C(C=C1)Cl,416.67,0.0002886501553509053
106-43-4,CC1=CC=C(C=C1)Cl,444.44,7.864371182666053e-06
106-43-4,CC1=CC=C(C=C1)Cl,472.22,8.378947599025084e-06
106-43-4,CC1=CC=C(C=C1)Cl,500.0,8.875388537223823e-06
106-44-5,CC1=CC=C(C=C1)O,333.33,0.003215946869167693
106-44-5,CC1=CC=C(C=C1)O,361.11,0.001597369005446378
106-44-5,CC1=CC=C(C=C1)O,388.89,0.0009713689831688811
106-44-5,CC1=CC=C(C=C1)O,416.67,0.0006634357697269783
106-44-5,CC1=CC=C(C=C1)O,444.44,0.00048697991083686737
106-44-5,CC1=CC=C(C=C1)O,472.22,0.0003749665729975464
106-44-5,CC1=CC=C(C=C1)O,500.0,1.1118548772949565e-05
106-46-7,C1=CC(=CC=C1Cl)Cl,333.33,0.0008042051147414584
106-46-7,C1=CC(=CC=C1Cl)Cl,361.11,0.000632523292802345
106-46-7,C1=CC(=CC=C1Cl)Cl,388.89,0.0004977782017950646
106-46-7,C1=CC(=CC=C1Cl)Cl,416.67,0.00039273365969826865
106-46-7,C1=CC(=CC=C1Cl)Cl,444.44,0.0003109604795382223
106-46-7,C1=CC(=CC=C1Cl)Cl,472.22,1.2462948348399764e-05
106-46-7,C1=CC(=CC=C1Cl)Cl,500.0,1.3232572783029264e-05
106-47-8,C1=CC(=CC=C1N)Cl,361.11,0.0005384048126714752
106-47-8,C1=CC(=CC=C1N)Cl,388.89,0.00046952824701484985
106-47-8,C1=CC(=CC=C1N)Cl,416.67,0.00041699702174443867
106-47-8,C1=CC(=CC=C1N)Cl,444.44,0.0003758519820093934
106-47-8,C1=CC(=CC=C1N)Cl,472.22,0.0003428754439511621
106-47-8,C1=CC(=CC=C1N)Cl,500.0,0.0003158811814709196
106-48-9,C1=CC(=CC=C1O)Cl,333.33,0.0030086261043780977
106-48-9,C1=CC(=CC=C1O)Cl,361.11,0.0017861855980427473
106-48-9,C1=CC(=CC=C1O)Cl,388.89,0.001148752471284229
106-48-9,C1=CC(=CC=C1O)Cl,416.67,0.0007980602122589019
106-48-9,C1=CC(=CC=C1O)Cl,444.44,0.000588318254682241
106-48-9,C1=CC(=CC=C1O)Cl,472.22,0.0004540234593157447
106-48-9,C1=CC(=CC=C1O)Cl,500.0,1.2166577145509659e-05
106-51-4,C1=CC(=O)C=CC1=O,388.89,0.0003643277009614884
106-51-4,C1=CC(=O)C=CC1=O,416.67,0.0002731651373014752
106-51-4,C1=CC(=O)C=CC1=O,444.44,0.00021259722458882486
106-51-4,C1=CC(=O)C=CC1=O,472.22,1.1604987186532866e-05
106-51-4,C1=CC(=O)C=CC1=O,500.0,1.231554709859452e-05
106-68-3,CCCCCC(=O)CC,277.78,0.0012855089967212683
106-68-3,CCCCCC(=O)CC,305.56,0.0008013668665149672
106-68-3,CCCCCC(=O)CC,333.33,0.0005460327474370121
106-68-3,CCCCCC(=O)CC,361.11,0.0003980787840904402
106-68-3,CCCCCC(=O)CC,388.89,0.00030583115532411225
106-68-3,CCCCCC(=O)CC,416.67,0.00024484269967505644
106-68-3,CCCCCC(=O)CC,444.44,5.874841421599679e-06
106-68-3,CCCCCC(=O)CC,472.22,6.5843910546993205e-06
106-68-3,CCCCCC(=O)CC,500.0,7.3316852519354585e-06
106-93-4,C(CBr)Br,305.56,0.001436454445184395
106-93-4,C(CBr)Br,333.33,0.0010025650714791381
106-93-4,C(CBr)Br,361.11,0.0007441814493997529
106-93-4,C(CBr)Br,388.89,0.0005794098486920562
106-93-4,C(CBr)Br,416.67,1.5676758125083938e-05
106-93-4,C(CBr)Br,444.44,1.6753422336724638e-05
106-93-4,C(CBr)Br,472.22,1.782231217750657e-05
106-93-4,C(CBr)Br,500.0,1.888367443013535e-05
106-94-5,CCCBr,250.0,0.00047046496736673584
106-94-5,CCCBr,277.78,0.00040217029062020583
106-94-5,CCCBr,305.56,0.000353686051782629
106-94-5,CCCBr,333.33,0.0003176497042921736
106-94-5,CCCBr,361.11,1.1259116004469136e-05
106-94-5,CCCBr,388.89,1.2244187459827937e-05
106-94-5,CCCBr,416.67,1.3164464164834032e-05
106-94-5,CCCBr,444.44,1.4031733429613415e-05
106-94-5,CCCBr,472.22,1.4855121743190576e-05
106-94-5,CCCBr,500.0,1.5641796265541657e-05
106-95-6,C=CCBr,250.0,0.00046212321344127913
106-95-6,C=CCBr,277.78,0.00039550082794707864
106-95-6,C=CCBr,305.56,0.00034820369566333255
106-95-6,C=CCBr,333.33,0.00031313501107706367
106-95-6,C=CCBr,361.11,0.0002862142837721272
106-95-6,C=CCBr,388.89,0.00026493891401399913
106-95-6,C=CCBr,416.67,0.0002476726880771771
106-95-6,C=CCBr,444.44,1.4417608469681778e-05
106-95-6,C=CCBr,472.22,1.5271593493159887e-05
106-95-6,C=CCBr,500.0,1.6086984351774487e-05
106-97-8,CCCC,250.0,0.00025942715545153295
106-97-8,CCCC,277.78,6.859316406187553e-06
106-97-8,CCCC,305.56,7.562840526249722e-06
106-97-8,CCCC,333.33,8.250871506969461e-06
106-97-8,CCCC,361.11,8.930584528259933e-06
106-97-8,CCCC,388.89,9.599639703684444e-06
106-97-8,CCCC,416.67,1.0263227310243553e-05
106-97-8,CCCC,444.44,1.0918842067807843e-05
106-97-8,CCCC,472.22,1.1570277187825965e-05
106-97-8,CCCC,500.0,1.2215379936302005e-05
106-98-9,CCC=C,250.0,0.0002470279423416138
106-98-9,CCC=C,277.78,7.151136132978264e-06
106-98-9,CCC=C,305.56,7.916431157676366e-06
106-98-9,CCC=C,333.33,8.6634949667681e-06
106-98-9,CCC=C,361.11,9.399603113794447e-06
106-98-9,CCC=C,388.89,1.011865678023712e-05
106-98-9,CCC=C,416.67,1.0824505950606564e-05
106-98-9,CCC=C,444.44,1.1513349748953079e-05
106-98-9,CCC=C,472.22,1.2187520290900983e-05
106-98-9,CCC=C,500.0,1.2846779614487712e-05
106-99-0,C=CC=C,250.0,0.00025495167201090017
106-99-0,C=CC=C,277.78,7.729036540513055e-06
106-99-0,C=CC=C,305.56,8.542012322367087e-06
106-99-0,C=CC=C,333.33,9.346448827090187e-06
106-99-0,C=CC=C,361.11,1.0140638412324773e-05
106-99-0,C=CC=C,388.89,1.0922861949371344e-05
106-99-0,C=CC=C,416.67,1.1691639119317345e-05
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,250.0,0.01570036233018141
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,277.78,0.005066193325449656
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,305.56,0.0023428860560380234
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,333.33,0.0013845453736235276
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,361.11,0.0009318563445488079
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,388.89,0.0006647459130235909
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,416.67,0.000496090494222264
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,444.44,0.00038404831600475395
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,472.22,0.00030639628591814226
1067-42-1,CCCC[Ge](CCCC)(CCCC)CCCC,500.0,0.0002505847147609418
107-00-6,CCC#C,250.0,0.00029745618786737685
107-00-6,CCC#C,277.78,0.0002248143361391293
107-00-6,CCC#C,305.56,8.606180557945774e-06
107-00-6,CCC#C,333.33,9.424354450194854e-06
107-00-6,CCC#C,361.11,1.0231723949241838e-05
107-00-6,CCC#C,388.89,1.1026663792701167e-05
107-00-6,CCC#C,416.67,1.1808142000623977e-05
107-02-8,C=CC=O,250.0,0.0005624723304769529
107-02-8,C=CC=O,277.78,0.0004058360714339704
107-02-8,C=CC=O,305.56,0.00031119852946444906
107-02-8,C=CC=O,333.33,8.44154924232107e-06
107-02-8,C=CC=O,361.11,9.234108874208646e-06
107-02-8,C=CC=O,388.89,1.0019841145924111e-05
107-02-8,C=CC=O,416.67,1.079799992213285e-05
107-02-8,C=CC=O,444.44,1.1568070339443991e-05
107-02-8,C=CC=O,472.22,1.2329712314644184e-05
107-02-8,C=CC=O,500.0,1.3082718398131018e-05
107-03-9,CCCS,250.0,0.0006710088277161672
107-03-9,CCCS,277.78,0.00047466770541706153
107-03-9,CCCS,305.56,0.00035722359873018586
107-03-9,CCCS,333.33,0.0002815426816358451
107-03-9,CCCS,361.11,9.829980459655386e-06
107-03-9,CCCS,388.89,1.0583067516783722e-05
107-03-9,CCCS,416.67,1.1329005124869836e-05
107-03-9,CCCS,444.44,1.2068167897282486e-05
107-03-9,CCCS,472.22,1.2800908896421431e-05
107-03-9,CCCS,500.0,1.3527558009667716e-05
107-05-1,C=CCCl,250.0,0.00038330505673972123
107-05-1,C=CCCl,277.78,0.0003302206468316819
107-05-1,C=CCCl,305.56,0.0002921716825822864
107-05-1,C=CCCl,333.33,8.934588450616434e-06
107-05-1,C=CCCl,361.11,9.781368047690167e-06
107-05-1,C=CCCl,388.89,1.0578009413377622e-05
107-05-1,C=CCCl,416.67,1.1334403512418872e-05
107-05-1,C=CCCl,444.44,1.205801314681425e-05
107-05-1,C=CCCl,472.22,1.2754571513228054e-05
107-05-1,C=CCCl,500.0,1.3428553793262486e-05
107-06-2,C(CCl)Cl,250.0,0.0015584323147300456
107-06-2,C(CCl)Cl,277.78,0.001005677319653137
107-06-2,C(CCl)Cl,305.56,0.0007049860617612593
107-06-2,C(CCl)Cl,333.33,0.0005197986708409874
107-06-2,C(CCl)Cl,361.11,1.1003008501194162e-05
107-06-2,C(CCl)Cl,388.89,1.1897159827191412e-05
107-06-2,C(CCl)Cl,416.67,1.2784123548866137e-05
107-06-2,C(CCl)Cl,444.44,1.3664662930538091e-05
107-06-2,C(CCl)Cl,472.22,1.4536096378091893e-05
107-06-2,C(CCl)Cl,500.0,1.53975188164e-05
107-08-4,CCCI,250.0,0.0013993735695585216
107-08-4,CCCI,277.78,0.0009097547414813306
107-08-4,CCCI,305.56,0.0006475777233684377
107-08-4,CCCI,333.33,0.0004934395853235251
107-08-4,CCCI,361.11,0.0003949543470898297
107-08-4,CCCI,388.89,1.1334969315606588e-05
107-08-4,CCCI,416.67,1.2293096238962441e-05
107-08-4,CCCI,444.44,1.3188927927977817e-05
107-08-4,CCCI,472.22,1.4032803123269224e-05
107-08-4,CCCI,500.0,1.4832955825823642e-05
107-10-8,CCCN,250.0,0.0007589335111895724
107-10-8,CCCN,277.78,0.0004930544579797068
107-10-8,CCCN,305.56,0.00034551457963142315
107-10-8,CCCN,333.33,8.256135869918029e-06
107-10-8,CCCN,361.11,8.930348141326573e-06
107-10-8,CCCN,388.89,9.593416741011855e-06
107-10-8,CCCN,416.67,1.0245892761919419e-05
107-10-8,CCCN,444.44,1.0888316670501168e-05
107-10-8,CCCN,472.22,1.1521207140154186e-05
107-10-8,CCCN,500.0,1.2145055478650451e-05
107-12-0,CCC#N,250.0,0.0007379995984645682
107-12-0,CCC#N,277.78,0.0005129763282988325
107-12-0,CCC#N,305.56,0.00037822756325194603
107-12-0,CCC#N,333.33,0.0002916238239213399
107-12-0,CCC#N,361.11,0.0002327535079737863
107-12-0,CCC#N,388.89,8.716479478583613e-06
107-12-0,CCC#N,416.67,9.315927821002184e-06
107-12-0,CCC#N,444.44,9.907716535401027e-06
107-12-0,CCC#N,472.22,1.0492255103651643e-05
107-12-0,CCC#N,500.0,1.1069926712651355e-05
107-13-1,C=CC#N,250.0,0.0005540758687279491
107-13-1,C=CC#N,277.78,0.00041220598384584525
107-13-1,C=CC#N,305.56,0.0003180318285825927
107-13-1,C=CC#N,333.33,0.0002524765282834279
107-13-1,C=CC#N,361.11,8.014326310373905e-06
107-13-1,C=CC#N,388.89,8.65513945407587e-06
107-13-1,C=CC#N,416.67,9.292754592272751e-06
107-13-1,C=CC#N,444.44,9.927289108597156e-06
107-13-1,C=CC#N,472.22,1.05588633358597e-05
107-13-1,C=CC#N,500.0,1.118759648314889e-05
107-15-3,C(CN)N,305.56,0.001426791901523431
107-15-3,C(CN)N,333.33,0.0007990028253143572
107-15-3,C(CN)N,361.11,0.0005082426091575995
107-15-3,C(CN)N,388.89,0.00035627624975259414
107-15-3,C(CN)N,416.67,1.013238432484604e-05
107-15-3,C(CN)N,444.44,1.0792350673109878e-05
107-15-3,C(CN)N,472.22,1.1444025888258658e-05
107-15-3,C(CN)N,500.0,1.2087769758712823e-05
107-18-6,C=CCO,250.0,0.004118432958431379
107-18-6,C=CCO,277.78,0.0019372661925740051
107-18-6,C=CCO,305.56,0.0010503752393021793
107-18-6,C=CCO,333.33,0.0006367454240522448
107-18-6,C=CCO,361.11,0.0004193988882035819
107-18-6,C=CCO,388.89,1.0318627674516114e-05
107-18-6,C=CCO,416.67,1.1083123079125598e-05
107-18-6,C=CCO,444.44,1.1817572170198618e-05
107-18-6,C=CCO,472.22,1.2527252875901487e-05
107-18-6,C=CCO,500.0,1.3216277573493257e-05
107-21-1,C(CO)O,277.78,0.046613289099452074
107-21-1,C(CO)O,305.56,0.012615460913770579
107-21-1,C(CO)O,333.33,0.005195139271801678
107-21-1,C(CO)O,361.11,0.002650344825362507
107-21-1,C(CO)O,388.89,0.0015625652800289062
107-21-1,C(CO)O,416.67,0.0010186981957246068
107-21-1,C(CO)O,444.44,0.0007144216943273116
107-21-1,C(CO)O,472.22,1.28992489866677e-05
107-21-1,C(CO)O,500.0,1.3689942337572922e-05
107-25-5,COC=C,250.0,0.0002394045018032446
107-25-5,COC=C,277.78,0.00019401939059728645
107-25-5,COC=C,305.56,9.095679037396832e-06
107-25-5,COC=C,333.33,9.9385199138285e-06
107-25-5,COC=C,361.11,1.0764769958940515e-05
107-25-5,COC=C,388.89,1.1574571830583044e-05
107-25-5,COC=C,416.67,1.2368240429951482e-05
107-25-5,COC=C,444.44,1.314619873021057e-05
107-25-5,COC=C,472.22,1.3908934402390213e-05
107-25-5,COC=C,500.0,1.465697036361682e-05
107-31-3,COC=O,250.0,0.0006109485361525575
107-31-3,COC=O,277.78,0.0004129882665183692
107-31-3,COC=O,305.56,9.668078500576141e-06
107-31-3,COC=O,333.33,1.0620301877468071e-05
107-31-3,COC=O,361.11,1.156462888932162e-05
107-31-3,COC=O,388.89,1.2499950129131242e-05
107-31-3,COC=O,416.67,1.3425429292561815e-05
107-31-3,COC=O,444.44,1.4340444016713997e-05
107-31-3,COC=O,472.22,1.5244540945669193e-05
107-31-3,COC=O,500.0,1.6137401112253118e-05
107-83-5,CCCC(C)C,250.0,0.0004612992550683342
107-83-5,CCCC(C)C,277.78,0.0003382663651290198
107-83-5,CCCC(C)C,305.56,0.0002580824735369353
107-83-5,CCCC(C)C,333.33,0.00020247336750060308
107-83-5,CCCC(C)C,361.11,8.346566665974404e-06
107-83-5,CCCC(C)C,388.89,9.025507198494795e-06
107-83-5,CCCC(C)C,416.67,9.694707313235968e-06
107-83-5,CCCC(C)C,444.44,1.035191111320149e-05
107-83-5,CCCC(C)C,472.22,1.0999890329427307e-05
107-83-5,CCCC(C)C,500.0,1.163578509022969e-05
107-85-7,CC(C)CCN,250.0,0.0005918440725510345
107-85-7,CC(C)CCN,277.78,0.00047756609844590124
107-85-7,CC(C)CCN,305.56,0.00040067372123324125
107-85-7,CC(C)CCN,333.33,0.0003460898719501484
107-85-7,CC(C)CCN,361.11,0.00030559943723448265
107-85-7,CC(C)CCN,388.89,8.70919207238862e-06
107-85-7,CC(C)CCN,416.67,9.359964225139035e-06
107-85-7,CC(C)CCN,444.44,9.982423181595774e-06
107-85-7,CC(C)CCN,472.22,1.058148306895888e-05
107-85-7,CC(C)CCN,500.0,1.1160990729587536e-05
107-87-9,CCCC(=O)C,250.0,0.0009020093427395845
107-87-9,CCCC(=O)C,277.78,0.0006036387517483918
107-87-9,CCCC(=O)C,305.56,0.00043457368793161434
107-87-9,CCCC(=O)C,333.33,0.00033043549418296844
107-87-9,CCCC(=O)C,361.11,0.00026196084069015296
107-87-9,CCCC(=O)C,388.89,8.47029158994419e-06
107-87-9,CCCC(=O)C,416.67,9.079541171255776e-06
107-87-9,CCCC(=O)C,444.44,9.679783129498128e-06
107-87-9,CCCC(=O)C,472.22,1.0271241445247949e-05
107-87-9,CCCC(=O)C,500.0,1.0854172699252934e-05
107-88-0,CC(CCO)O,250.0,6.112945157575391
107-88-0,CC(CCO)O,277.78,0.42262658065840797
107-88-0,CC(CCO)O,305.56,0.06187022875634808
107-88-0,CC(CCO)O,333.33,0.015189273004215456
107-88-0,CC(CCO)O,361.11,0.005358750504902332
107-88-0,CC(CCO)O,388.89,0.002445370733949639
107-88-0,CC(CCO)O,416.67,0.001341051376023135
107-88-0,CC(CCO)O,444.44,0.0008386553833814522
107-88-0,CC(CCO)O,472.22,0.0005756714446391022
107-88-0,CC(CCO)O,500.0,1.1870066744005335e-05
107-92-6,CCCC(=O)O,277.78,0.002115097606156589
107-92-6,CCCC(=O)O,305.56,0.0013128776419977723
107-92-6,CCCC(=O)O,333.33,0.0008807652525723984
107-92-6,CCCC(=O)O,361.11,0.0006273447268575736
107-92-6,CCCC(=O)O,388.89,0.00046838972728862976
107-92-6,CCCC(=O)O,416.67,0.0003630952513371612
107-92-6,CCCC(=O)O,444.44,1.0344951349867397e-05
107-92-6,CCCC(=O)O,472.22,1.0984707339664412e-05
107-92-6,CCCC(=O)O,500.0,1.16198477981209e-05
1070-32-2,CCCCC(C)CCO,250.0,0.007467169848371162
1070-32-2,CCCCC(C)CCO,277.78,0.003114144358590081
1070-32-2,CCCCC(C)CCO,305.56,0.0015873123575282893
1070-32-2,CCCCC(C)CCO,333.33,0.0009398467267909199
1070-32-2,CCCCC(C)CCO,361.11,0.0006180174692818736
1070-32-2,CCCCC(C)CCO,388.89,0.0004383022066212603
1070-32-2,CCCCC(C)CCO,416.67,0.00032638965269563
1070-32-2,CCCCC(C)CCO,444.44,0.0002520759753729939
1070-32-2,CCCCC(C)CCO,472.22,9.345077369914223e-06
1070-32-2,CCCCC(C)CCO,500.0,9.89867898416162e-06
1072-16-8,CC(C)CCCCC(C)C,250.0,0.004259601382875284
1072-16-8,CC(C)CCCCC(C)C,277.78,0.001519748499463156
1072-16-8,CC(C)CCCCC(C)C,305.56,0.0007102655845917552
1072-16-8,CC(C)CCCCC(C)C,333.33,0.0004926653935515706
1072-16-8,CC(C)CCCCC(C)C,361.11,0.00039441939542381757
1072-16-8,CC(C)CCCCC(C)C,388.89,0.000326631990694768
1072-16-8,CC(C)CCCCC(C)C,416.67,0.00027720934858149613
1072-16-8,CC(C)CCCCC(C)C,444.44,7.856002868919463e-06
1072-16-8,CC(C)CCCCC(C)C,472.22,8.367193986048431e-06
1072-16-8,CC(C)CCCCC(C)C,500.0,8.85997460658944e-06
1072-70-4,CC1CNC(=O)O1,305.56,0.013524185712041524
1072-70-4,CC1CNC(=O)O1,333.33,0.005452868412930282
1072-70-4,CC1CNC(=O)O1,361.11,0.002778437579785171
